"File","Operation","Tables","Columns","PrimaryTable","AliasedColumns","Sql"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DeviationAudit.Extensions.cs","UPDATE","deviation_audit","action;ai_anomaly_score;approval_status;approval_time;approved_by;changed_at;comment;deleted;deleted_at;deleted_by;details;deviation_id;device_info;digital_signature;export_status;export_time;exported_by;iot_event_id;new_value;old_value;regulatory_status;related_file;related_photo;restoration_reference;restored_from_snapshot;session_id;signature_type;signature_valid;source_ip;updated_at;user_id;validated","deviation_audit",,"UPDATE deviation_audit SET deviation_id=@dev, user_id=@uid, action=@act, details=@det, changed_at=@chg, device_info=@devinfo, source_ip=@ip, session_id=@sid, digital_signature=@sig, regulatory_status=@reg, ai_anomaly_score=@ais, validated=@val, comment=@com, old_value=@old, new_value=@new, signature_type=@sigtype, signature_valid=@sigok, export_status=@expst, export_time=@exptm, exported_by=@expby, restored_from_snapshot=@restored, restoration_reference=@restref, approval_status=@apprst, approval_time=@apprtm, approved_by=@apprby, deleted=@del, deleted_at=@delat, deleted_by=@delby, updated_at=NOW(), related_file=@rfile, related_photo=@rphoto, iot_event_id=@iot WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DeviationAudit.Extensions.cs","DELETE","deviation_audit","","deviation_audit",,"DELETE FROM deviation_audit WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DeviationAudit.Extensions.cs","SELECT","deviation_audit","*","deviation_audit","System.Collections.Hashtable","SELECT * FROM deviation_audit WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DeviationAudit.Extensions.cs","SELECT","deviation_audit","*","deviation_audit","System.Collections.Hashtable","SELECT * FROM deviation_audit WHERE deviation_id=@id ORDER BY changed_at DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DeviationAudit.Extensions.cs","SELECT","deviation_audit","*","deviation_audit","System.Collections.Hashtable","SELECT * FROM deviation_audit WHERE user_id=@id ORDER BY changed_at DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DeviationAudit.Extensions.cs","SELECT","deviation_audit","*","deviation_audit","System.Collections.Hashtable","SELECT * FROM deviation_audit WHERE action=@a ORDER BY changed_at DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DeviationAudit.Extensions.cs","SELECT","deviation_audit","*","deviation_audit","System.Collections.Hashtable","SELECT * FROM deviation_audit WHERE changed_at BETWEEN @f AND @t ORDER BY changed_at DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Deviations.Extensions.cs","INSERT","deviations","anomaly_score;assigned_investigator_id;assigned_investigator_name;audit_note;closed_at;closure_comment;code;description;digital_signature;investigation_started_at;is_critical;last_modified;last_modified_by_id;linked_capa_id;reported_at;reported_by_id;risk_score;root_cause;severity;source_ip;status;title","deviations",,"INSERT INTO deviations (code, title, description, reported_at, reported_by_id, severity, is_critical, status, assigned_investigator_id, assigned_investigator_name, investigation_started_at, root_cause, linked_capa_id, closure_comment, closed_at, digital_signature, risk_score, anomaly_score, last_modified, last_modified_by_id, source_ip, audit_note) VALUES (@code,@title,@desc,@rep,@rby,@sev,@crit,@status,@assid,@assname,@invstart,@rc,@lcapa,@clos,@closed,@sig,@risk,@anom,NOW(),@lmb,@ip,@audit)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Deviations.Extensions.cs","UPDATE","deviations","anomaly_score;assigned_investigator_id;assigned_investigator_name;audit_note;closed_at;closure_comment;code;description;digital_signature;investigation_started_at;is_critical;last_modified;last_modified_by_id;linked_capa_id;reported_at;reported_by_id;risk_score;root_cause;severity;source_ip;status;title","deviations",,"UPDATE deviations SET code=@code, title=@title, description=@desc, reported_at=@rep, reported_by_id=@rby, severity=@sev, is_critical=@crit, status=@status, assigned_investigator_id=@assid, assigned_investigator_name=@assname, investigation_started_at=@invstart, root_cause=@rc, linked_capa_id=@lcapa, closure_comment=@clos, closed_at=@closed, digital_signature=@sig, risk_score=@risk, anomaly_score=@anom, last_modified=NOW(), last_modified_by_id=@lmb, source_ip=@ip, audit_note=@audit WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Deviations.Extensions.cs","SELECT","deviations","*","deviations","System.Collections.Hashtable","SELECT * FROM deviations ORDER BY id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Deviations.Extensions.cs","SELECT","deviations","*","deviations","System.Collections.Hashtable","SELECT * FROM deviations WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Deviations.Extensions.cs","INSERT","deviations","anomaly_score;assigned_investigator_id;assigned_investigator_name;audit_note;closed_at;closure_comment;code;description;digital_signature;investigation_started_at;is_critical;last_modified;last_modified_by_id;linked_capa_id;reported_at;reported_by_id;risk_score;root_cause;severity;source_ip;status;title","deviations",,"INSERT INTO deviations (code, title, description, reported_at, reported_by_id, severity, is_critical, status, assigned_investigator_id, assigned_investigator_name, investigation_started_at, root_cause, linked_capa_id, closure_comment, closed_at, digital_signature, risk_score, anomaly_score, last_modified, last_modified_by_id, source_ip, audit_note) VALUES (@code,@title,@desc,@rep,@rby,@sev,@crit,@status,@assid,@assname,@invstart,@rc,@lcapa,@clos,@closed,@sig,@risk,@anom,NOW(),@lmb,@ip,@audit)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Deviations.Extensions.cs","UPDATE","deviations","anomaly_score;assigned_investigator_id;assigned_investigator_name;audit_note;closed_at;closure_comment;code;description;digital_signature;investigation_started_at;is_critical;last_modified;last_modified_by_id;linked_capa_id;reported_at;reported_by_id;risk_score;root_cause;severity;source_ip;status;title","deviations",,"UPDATE deviations SET code=@code, title=@title, description=@desc, reported_at=@rep, reported_by_id=@rby, severity=@sev, is_critical=@crit, status=@status, assigned_investigator_id=@assid, assigned_investigator_name=@assname, investigation_started_at=@invstart, root_cause=@rc, linked_capa_id=@lcapa, closure_comment=@clos, closed_at=@closed, digital_signature=@sig, risk_score=@risk, anomaly_score=@anom, last_modified=NOW(), last_modified_by_id=@lmb, source_ip=@ip, audit_note=@audit WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Deviations.Extensions.cs","DELETE","deviations","","deviations",,"DELETE FROM deviations WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DigitalSignatures.Extensions.cs","INSERT","digital_signatures","device_info;ip_address;method;note;public_key;record_id;signature_hash;signed_at;status;table_name;user_id","digital_signatures",,"INSERT INTO digital_signatures (table_name, record_id, user_id, signature_hash, method, status, signed_at, device_info, ip_address, note, public_key) VALUES (@table,@rid,@uid,@hash,@method,@status,@at,@dev,@ip,@note,@pk)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DigitalSignatures.Extensions.cs","SELECT","digital_signatures","*","digital_signatures","System.Collections.Hashtable","SELECT * FROM digital_signatures ORDER BY signed_at DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DigitalSignatures.Extensions.cs","INSERT","digital_signatures","device_info;ip_address;method;note;public_key;record_id;signature_hash;signed_at;status;table_name;user_id","digital_signatures",,"INSERT INTO digital_signatures (table_name, record_id, user_id, signature_hash, method, status, signed_at, device_info, ip_address, note, public_key) VALUES (@table,@rid,@uid,@hash,@method,@status,@at,@dev,@ip,@note,@pk)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.DigitalSignatures.Extensions.cs","UPDATE","digital_signatures","note;status","digital_signatures",,"UPDATE digital_signatures SET status='revoked', note=@note WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","INSERT","documentcontrol","code;description;device_info;file_path;revision;status;title","documentcontrol",,"INSERT INTO documentcontrol (code, title, revision, status, file_path, description, device_info) VALUES (@code,@title,@rev,'draft',@file,@desc,@dev)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","SELECT","documentcontrol","*","documentcontrol","System.Collections.Hashtable","SELECT * FROM documentcontrol ORDER BY id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","INSERT","documentcontrol","code;description;device_info;file_path;revision;status;title","documentcontrol",,"INSERT INTO documentcontrol (code, title, revision, status, file_path, description, device_info) VALUES (@code,@title,@rev,'draft',@file,@desc,@dev)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","UPDATE","documentcontrol","file_path;revision","documentcontrol",,"UPDATE documentcontrol SET revision=@rev, file_path=@file WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","UPDATE","documentcontrol","status","documentcontrol",,"UPDATE documentcontrol SET status='approved' WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","UPDATE","documentcontrol","status","documentcontrol",,"UPDATE documentcontrol SET status='published' WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","UPDATE","documentcontrol","status","documentcontrol",,"UPDATE documentcontrol SET status='expired' WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Documents.Extensions.cs","UPDATE","documentcontrol","linked_change_controls","documentcontrol",,"UPDATE documentcontrol SET linked_change_controls = CONCAT(IFNULL(linked_change_controls,''), CASE WHEN linked_change_controls IS NULL OR linked_change_controls='' THEN '' ELSE ',' END, @cc) WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.ExternalServicers.Extensions.cs","INSERT","external_contractors","address;code;comment;contact_person;cooperation_end;cooperation_start;digital_signature;email;name;phone;registration_number;status;type","external_contractors",,"INSERT INTO external_contractors (name, code, registration_number, contact_person, email, phone, address, type, status, cooperation_start, cooperation_end, comment, digital_signature) VALUES (@name,@code,@reg,@contact,@em,@ph,@addr,@type,@status,@start,@end,@comm,@sig)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.ExternalServicers.Extensions.cs","UPDATE","external_contractors","address;code;comment;contact_person;cooperation_end;cooperation_start;digital_signature;email;name;phone;registration_number;status;type","external_contractors",,"UPDATE external_contractors SET name=@name, code=@code, registration_number=@reg, contact_person=@contact, email=@em, phone=@ph, address=@addr, type=@type, status=@status, cooperation_start=@start, cooperation_end=@end, comment=@comm, digital_signature=@sig WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.ExternalServicers.Extensions.cs","SELECT","external_contractors","*","external_contractors","System.Collections.Hashtable","SELECT * FROM external_contractors ORDER BY name, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.ExternalServicers.Extensions.cs","INSERT","external_contractors","address;code;comment;contact_person;cooperation_end;cooperation_start;digital_signature;email;name;phone;registration_number;status;type","external_contractors",,"INSERT INTO external_contractors (name, code, registration_number, contact_person, email, phone, address, type, status, cooperation_start, cooperation_end, comment, digital_signature) VALUES (@name,@code,@reg,@contact,@em,@ph,@addr,@type,@status,@start,@end,@comm,@sig)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.ExternalServicers.Extensions.cs","UPDATE","external_contractors","address;code;comment;contact_person;cooperation_end;cooperation_start;digital_signature;email;name;phone;registration_number;status;type","external_contractors",,"UPDATE external_contractors SET name=@name, code=@code, registration_number=@reg, contact_person=@contact, email=@em, phone=@ph, address=@addr, type=@type, status=@status, cooperation_start=@start, cooperation_end=@end, comment=@comm, digital_signature=@sig WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.ExternalServicers.Extensions.cs","DELETE","external_contractors","","external_contractors",,"DELETE FROM external_contractors WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.IncidentAudits.Extensions.cs","SELECT","incident_audit","*","incident_audit","System.Collections.Hashtable","SELECT * FROM incident_audit WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.IncidentAudits.Extensions.cs","SELECT","incident_audit","*","incident_audit","System.Collections.Hashtable","SELECT * FROM incident_audit WHERE incident_id=@id ORDER BY action_at DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.IncidentAudits.Extensions.cs","SELECT","incident_audit","*","incident_audit","System.Collections.Hashtable","SELECT * FROM incident_audit WHERE user_id=@id ORDER BY action_at DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Machines.CoreExtensions.cs","INSERT","machines","acquisition_cost;cloud_device_guid;code;description;install_date;iot_device_id;location;manufacturer;model;name;procurement_date;qr_code;rfid_tag;serial_number;status;urs_doc","machines",,"INSERT INTO machines (code, name, description, model, manufacturer, location, install_date, procurement_date, status, urs_doc, serial_number, acquisition_cost, rfid_tag, qr_code, iot_device_id, cloud_device_guid) VALUES (@code,@name,@desc,@model,@mf,@loc,@inst,@proc,@status,@urs,@sn,@cost,@rfid,@qr,@iot,@cloud)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Machines.CoreExtensions.cs","UPDATE","machines","acquisition_cost;cloud_device_guid;code;description;install_date;iot_device_id;location;manufacturer;model;name;procurement_date;qr_code;rfid_tag;serial_number;status;urs_doc","machines",,"UPDATE machines SET code=@code, name=@name, description=@desc, model=@model, manufacturer=@mf, location=@loc, install_date=@inst, procurement_date=@proc, status=@status, urs_doc=@urs, serial_number=@sn, acquisition_cost=@cost, rfid_tag=@rfid, qr_code=@qr, iot_device_id=@iot, cloud_device_guid=@cloud WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Machines.CoreExtensions.cs","SELECT","machines","*","machines","System.Collections.Hashtable","SELECT * FROM machines ORDER BY name, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Machines.CoreExtensions.cs","SELECT","machines","*","machines","System.Collections.Hashtable","SELECT * FROM machines WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Machines.CoreExtensions.cs","INSERT","machines","acquisition_cost;cloud_device_guid;code;description;install_date;iot_device_id;location;manufacturer;model;name;procurement_date;qr_code;rfid_tag;serial_number;status;urs_doc","machines",,"INSERT INTO machines (code, name, description, model, manufacturer, location, install_date, procurement_date, status, urs_doc, serial_number, acquisition_cost, rfid_tag, qr_code, iot_device_id, cloud_device_guid) VALUES (@code,@name,@desc,@model,@mf,@loc,@inst,@proc,@status,@urs,@sn,@cost,@rfid,@qr,@iot,@cloud)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Machines.CoreExtensions.cs","UPDATE","machines","acquisition_cost;cloud_device_guid;code;description;install_date;iot_device_id;location;manufacturer;model;name;procurement_date;qr_code;rfid_tag;serial_number;status;urs_doc","machines",,"UPDATE machines SET code=@code, name=@name, description=@desc, model=@model, manufacturer=@mf, location=@loc, install_date=@inst, procurement_date=@proc, status=@status, urs_doc=@urs, serial_number=@sn, acquisition_cost=@cost, rfid_tag=@rfid, qr_code=@qr, iot_device_id=@iot, cloud_device_guid=@cloud WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Machines.CoreExtensions.cs","DELETE","machines","","machines",,"DELETE FROM machines WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Notifications.Extensions.cs","SELECT","notification_queue;notification_templates","channel;coalesce(nt.name;code;created_at;id;json_unquote(json_extract(nq.payload;null;recipient_user_id;status;updated_at","notification_queue","System.Collections.Hashtable","SELECT nq.id, COALESCE(nt.name, nt.code, 'Notification') AS title, JSON_UNQUOTE(JSON_EXTRACT(nq.payload, '$.message')) AS message, nq.channel AS type, nq.status, NULL AS entity, NULL AS entity_id, NULL AS link, NULL AS recipients, nq.recipient_user_id AS recipient_id, NULL AS sender_id, NULL AS ip_address, NULL AS device_info, NULL AS session_id, nq.created_at, nq.updated_at FROM notification_queue nq LEFT JOIN notification_templates nt ON nt.id = nq.template_id ORDER BY nq.created_at DESC, nq.id DESC;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Notifications.Extensions.cs","INSERT","notification_queue","channel;payload;recipient_user_id;scheduled_at;status;template_id","notification_queue",,"INSERT INTO notification_queue (template_id, recipient_user_id, channel, payload, scheduled_at, status) VALUES (NULL, @rid, @channel, JSON_OBJECT('title', @title, 'message', @msg, 'type', @type, 'priority', @prio), NOW(), 'queued')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Notifications.Extensions.cs","SELECT","notification_queue;notification_templates","channel;coalesce(nt.name;code;created_at;id;json_unquote(json_extract(nq.payload;null;recipient_user_id;status;updated_at","notification_queue","System.Collections.Hashtable","SELECT nq.id, COALESCE(nt.name, nt.code, 'Notification') AS title, JSON_UNQUOTE(JSON_EXTRACT(nq.payload, '$.message')) AS message, nq.channel AS type, nq.status, NULL AS entity, NULL AS entity_id, NULL AS link, NULL AS recipients, nq.recipient_user_id AS recipient_id, NULL AS sender_id, NULL AS ip_address, NULL AS device_info, NULL AS session_id, nq.created_at, nq.updated_at FROM notification_queue nq LEFT JOIN notification_templates nt ON nt.id = nq.template_id ORDER BY nq.created_at DESC, nq.id DESC;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Notifications.Extensions.cs","INSERT","notification_queue","channel;payload;recipient_user_id;scheduled_at;status;template_id","notification_queue",,"INSERT INTO notification_queue (template_id, recipient_user_id, channel, payload, scheduled_at, status) VALUES (NULL, @rid, @channel, JSON_OBJECT('title', @title, 'message', @msg, 'type', @type, 'priority', @prio), NOW(), 'queued')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","INSERT","preventive_maintenance_plans","checklist_file;code;component_id;description;frequency;machine_id;name;next_due;status","preventive_maintenance_plans",,"INSERT INTO preventive_maintenance_plans (code, name, description, machine_id, component_id, frequency, checklist_file, next_due, status) VALUES (@code,@name,@desc,@mid,@cid,@freq,@file,@due,@status)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","UPDATE","preventive_maintenance_plans","checklist_file;code;component_id;description;frequency;machine_id;name;next_due;status","preventive_maintenance_plans",,"UPDATE preventive_maintenance_plans SET code=@code, name=@name, description=@desc, machine_id=@mid, component_id=@cid, frequency=@freq, checklist_file=@file, next_due=@due, status=@status WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","SELECT","preventive_maintenance_plans","*","preventive_maintenance_plans","System.Collections.Hashtable","SELECT * FROM preventive_maintenance_plans ORDER BY id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","SELECT","ppm_plans","*","ppm_plans","System.Collections.Hashtable","SELECT * FROM ppm_plans ORDER BY id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","SELECT","preventive_maintenance_plans","*","preventive_maintenance_plans","System.Collections.Hashtable","SELECT * FROM preventive_maintenance_plans WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","SELECT","ppm_plans","*","ppm_plans","System.Collections.Hashtable","SELECT * FROM ppm_plans WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","INSERT","preventive_maintenance_plans","checklist_file;code;component_id;description;frequency;machine_id;name;next_due;status","preventive_maintenance_plans",,"INSERT INTO preventive_maintenance_plans (code, name, description, machine_id, component_id, frequency, checklist_file, next_due, status) VALUES (@code,@name,@desc,@mid,@cid,@freq,@file,@due,@status)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","UPDATE","preventive_maintenance_plans","checklist_file;code;component_id;description;frequency;machine_id;name;next_due;status","preventive_maintenance_plans",,"UPDATE preventive_maintenance_plans SET code=@code, name=@name, description=@desc, machine_id=@mid, component_id=@cid, frequency=@freq, checklist_file=@file, next_due=@due, status=@status WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","DELETE","preventive_maintenance_plans","","preventive_maintenance_plans",,"DELETE FROM preventive_maintenance_plans WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Ppm.Extensions.cs","DELETE","ppm_plans","","ppm_plans",,"DELETE FROM ppm_plans WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Qualifications.Extensions.cs","INSERT","component_qualifications","certificate_number;component_id;qualification_date;status;supplier_id","component_qualifications",,"INSERT INTO component_qualifications (component_id, supplier_id, qualification_date, status, certificate_number) VALUES (@comp,@supp,@date,@status,@cert)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Qualifications.Extensions.cs","UPDATE","component_qualifications","certificate_number;component_id;qualification_date;status;supplier_id","component_qualifications",,"UPDATE component_qualifications SET component_id=@comp, supplier_id=@supp, qualification_date=@date, status=@status, certificate_number=@cert WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Qualifications.Extensions.cs","SELECT","component_qualifications","*","component_qualifications","System.Collections.Hashtable","SELECT * FROM component_qualifications ORDER BY qualification_date DESC, id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Qualifications.Extensions.cs","INSERT","component_qualifications","certificate_number;component_id;qualification_date;status;supplier_id","component_qualifications",,"INSERT INTO component_qualifications (component_id, supplier_id, qualification_date, status, certificate_number) VALUES (@comp,@supp,@date,@status,@cert)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Qualifications.Extensions.cs","UPDATE","component_qualifications","certificate_number;component_id;qualification_date;status;supplier_id","component_qualifications",,"UPDATE component_qualifications SET component_id=@comp, supplier_id=@supp, qualification_date=@date, status=@status, certificate_number=@cert WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Qualifications.Extensions.cs","DELETE","component_qualifications","","component_qualifications",,"DELETE FROM component_qualifications WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;user_permissions","1","user_permissions","System.Collections.Hashtable","SELECT 1 FROM user_permissions up JOIN permissions p ON p.id = up.permission_id WHERE up.user_id=@uid AND p.code=@code AND up.allowed=1 AND (up.expires_at IS NULL OR up.expires_at > NOW()) LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","user_roles","role_id","user_roles","System.Collections.Hashtable","SELECT role_id FROM user_roles WHERE user_id=@uid AND (expires_at IS NULL OR expires_at > NOW());"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;role_permissions","1","role_permissions","System.Collections.Hashtable","SELECT 1 FROM role_permissions rp JOIN permissions p ON p.id = rp.permission_id WHERE rp.role_id=@rid AND p.code=@code AND (rp.allowed IS NULL OR rp.allowed=1) LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","delegated_permissions;permissions","1","delegated_permissions","System.Collections.Hashtable","SELECT 1 FROM delegated_permissions d JOIN permissions p ON p.id = d.permission_id WHERE d.to_user_id=@uid AND p.code=@code AND (d.revoked IS NULL OR d.revoked=0) AND d.expires_at > NOW() LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;user_permissions","code","user_permissions","System.Collections.Hashtable","SELECT p.code FROM user_permissions up JOIN permissions p ON p.id = up.permission_id WHERE up.user_id=@uid AND up.allowed=1 AND (up.expires_at IS NULL OR up.expires_at > NOW()) ORDER BY p.code;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;role_permissions","code","role_permissions","System.Collections.Hashtable","SELECT p.code FROM role_permissions rp JOIN permissions p ON p.id=rp.permission_id WHERE rp.role_id=@rid AND (rp.allowed IS NULL OR rp.allowed=1) ORDER BY p.code;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","delegated_permissions;permissions","code","delegated_permissions","System.Collections.Hashtable","SELECT p.code FROM delegated_permissions d JOIN permissions p ON p.id = d.permission_id WHERE d.to_user_id=@uid AND (d.revoked IS NULL OR d.revoked=0) AND d.expires_at > NOW() ORDER BY p.code;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","user_roles","expires_at;granted_at;granted_by;role_id;user_id","user_roles",,"INSERT INTO user_roles (user_id, role_id, granted_by, granted_at, expires_at) VALUES (@uid,@rid,@actor,NOW(),@exp) ON DUPLICATE KEY UPDATE granted_by = VALUES(granted_by), granted_at = VALUES(granted_at), expires_at = VALUES(expires_at);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","user_permissions","allowed;expires_at;granted_at;granted_by;permission_id;reason;user_id","user_permissions",,"INSERT INTO user_permissions (user_id, permission_id, allowed, reason, granted_by, granted_at, expires_at) VALUES (@uid,@pid,@allow,@reason,@by,NOW(),@exp) ON DUPLICATE KEY UPDATE allowed = VALUES(allowed), reason = VALUES(reason), granted_by = VALUES(granted_by), granted_at = VALUES(granted_at), expires_at = VALUES(expires_at);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","delegated_permissions","expires_at;from_user_id;granted_by;permission_id;reason;to_user_id","delegated_permissions",,"INSERT INTO delegated_permissions (from_user_id, to_user_id, permission_id, expires_at, reason, granted_by) VALUES (@from,@to,@pid,@exp,@reason,@by);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","UPDATE","delegated_permissions","revoked;revoked_at","delegated_permissions",,"UPDATE delegated_permissions SET revoked=1, revoked_at=NOW() WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT+SELECT","delegated_permissions;permission_change_log","action;change_type;changed_by;ifnull(to_user_id;null;permission_id;role_id;user_id","permission_change_log","System.Collections.Hashtable","INSERT INTO permission_change_log (user_id, changed_by, change_type, role_id, permission_id, action) SELECT IFNULL(to_user_id, @actor), @actor, 'delegation', NULL, permission_id, 'revoke' FROM delegated_permissions WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","permission_requests","permission_id;reason;requested_at;status;user_id","permission_requests",,"INSERT INTO permission_requests (user_id, permission_id, reason, status, requested_at) VALUES (@uid,@pid,@reason,'pending',NOW());"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","UPDATE","permission_requests","review_comment;reviewed_at;reviewed_by;status","permission_requests",,"UPDATE permission_requests SET status='approved', reviewed_by=@rev, reviewed_at=NOW(), review_comment=@cmt WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","UPDATE","permission_requests","review_comment;reviewed_at;reviewed_by;status","permission_requests",,"UPDATE permission_requests SET status='denied', reviewed_by=@rev, reviewed_at=NOW(), review_comment=@cmt WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","permission_change_log","action;change_type;changed_by;permission_id;role_id;user_id","permission_change_log",,"INSERT INTO permission_change_log (user_id, changed_by, change_type, role_id, permission_id, action) VALUES (@uid, @actor, @ctype, @rid, @pid, @act);"
